	reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes
104	ILETRS	L-Isoleucine:tRNA(Ile) ligase (AMP-forming)	atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c	IARS1	Aminoacyl-tRNA biosynthesis	0	IARS1 (1)
105	LEUTRS	L-Leucine:tRNA(Leu) ligase (AMP-forming)	atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c	LARS1	Aminoacyl-tRNA biosynthesis	0	LARS1 (7)	pubmed:19421340;pubmed:35976696
106	LYSTRS	L-lysine:tRNALys ligase (AMP-forming)	atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c	KARS1	Aminoacyl-tRNA biosynthesis	0	KARS1 (8)	pubmed:19421340;pubmed:35976696
107	METTRS	L-Methionine:tRNAMet ligase (AMP-forming)	atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c	MARS1	Aminoacyl-tRNA biosynthesis	0	MARS1 (3)
108	PHETRS	L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)	atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c	FARSA and FARSB	Aminoacyl-tRNA biosynthesis	0	FARSA (11);FARSB (10)	pubmed:19421340;pubmed:35976696
109	PROTRS	L-proline:tRNA(Pro) ligase (AMP-forming)	atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c	EPRS1	Aminoacyl-tRNA biosynthesis	0	EPRS1 (10)	pubmed:19421340;pubmed:35976696
110	SERTRS	L-Serine:tRNA(Ser) ligase (AMP-forming)	atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c	SARS1	Aminoacyl-tRNA biosynthesis	0	SARS1 (10)	pubmed:19421340;pubmed:35976696
111	THRTRS	L-Threonine:tRNA(Thr) ligase (AMP-forming)	atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c	TARS1	Aminoacyl-tRNA biosynthesis	0	TARS1 (15)	pubmed:19421340;pubmed:30368767;pubmed:35976696
112	TRPTRS	L-Tryptophan -tRNA(Trp) ligase (AMP-forming)	atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c	WARS1	Aminoacyl-tRNA biosynthesis	0	WARS1 (18)	pubmed:19421340;pubmed:35976696
113	TYRTRS	L-Tyrosine:tRNA(Tyr) ligase (AMP-forming)	atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c	YARS1	Aminoacyl-tRNA biosynthesis	0	YARS1 (18)	pubmed:19421340;pubmed:35976696
114	VALTRS	L-Valine:tRNAVal ligase (AMP-forming)	atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c	VARS1	Aminoacyl-tRNA biosynthesis	0	VARS1 (8)	pubmed:19421340;pubmed:35976696
115	5ADHTRy	5alpha-dihydrotestosterone reductase (NADPH)	5adtststerone_c + h_c + nadph_c <=> 5aand3a17bdiol_c + nadp_c	AKR1C3 or DHRS11	Androgen metabolism	0	AKR1C3 (12);DHRS11 (13)	pubmed:4151981;pubmed:4405572;pubmed:6932280;pubmed:8000511
116	ANDRSTNDNRy	"Androst-4-ene-3,17-dione reductase (NADPH, testosterone forming)"	andrstndn_c + h_c + nadph_c <=> nadp_c + tststerone_c	HSD17B12 or AKR1C3 or DHRS11	Androgen metabolism	0	AKR1C3 (12);DHRS11 (13);HSD17B12 (12)	pubmed:4151981;pubmed:4405572;pubmed:5510923;pubmed:6932280;pubmed:8000511
117	ANDRSTRNRy	Androsterone reductase (NADPH)	andrstrn_c + h_c + nadph_c <=> 5aand3a17bdiol_c + nadp_c	AKR1C3	Androgen metabolism	0	AKR1C3 (12)	pubmed:4151981;pubmed:4405572;pubmed:6932280;pubmed:8000511
118	ARACHD1112MOXy	"Cytochromes P450:NADPH monooxygenase (arachidonate , 11,12-EET forming)"	FA_hs_20_5Z8Z11Z14Z_c + h_c + nadph_c + o2_c --> eet1112_c + h2o_c + nadp_c		Arachidonic acid metabolism	0		pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:6727868;pubmed:7132951
119	ARACHD1415MOXy	"Cytochromes P450:NADPH monooxygenase (arachidonate , 14,15-EET forming)"	FA_hs_20_5Z8Z11Z14Z_c + h_c + nadph_c + o2_c --> eet1415_c + h2o_c + nadp_c		Arachidonic acid metabolism	0		pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:6727868;pubmed:7132951
120	ARACHD56MOXy	"Cytochromes P450:NADPH monooxygenase (arachidonate , 5,6-EET forming)"	FA_hs_20_5Z8Z11Z14Z_c + h_c + nadph_c + o2_c --> eet56_c + h2o_c + nadp_c		Arachidonic acid metabolism	0		pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:6727868;pubmed:7132951
121	ARACHD89MOXy	"Cytochromes P450:NADPH monooxygenase (arachidonate , 8,9-EET forming)"	FA_hs_20_5Z8Z11Z14Z_c + h_c + nadph_c + o2_c --> eet89_c + h2o_c + nadp_c		Arachidonic acid metabolism	0		pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:6727868;pubmed:7132951
122	ARACHDOHRI	Initiation of arachidonate radical via hydroxyl radical	FA_hs_20_5Z8Z11Z14Z_c + oh1r_c --> FA_hs_20_5Z8Z11Z14Zr_c + h2o_c		Arachidonic acid metabolism	1		pubmed:18243141;pubmed:9164668
123	ARACHDRO2P	Propogation of arachidonate radical to peroxyl radical	FA_hs_20_5Z8Z11Z14Zr_c + o2_c --> FA_hs_20_5Z8Z11Z14Zroo_c		Arachidonic acid metabolism	1		pubmed:18243141;pubmed:9164668
124	ARACHDROO11AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (11-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete11_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
125	ARACHDROO11AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (11-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete11_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
126	ARACHDROO12AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (12-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete12_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
127	ARACHDROO12AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (12-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete12_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
128	ARACHDROO15AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (15-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete15_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
129	ARACHDROO15AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (15-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete15_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
130	ARACHDROO5AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (5-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete5_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
131	ARACHDROO5AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (5-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete5_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
132	ARACHDROO8AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (8-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete8_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
133	ARACHDROO8AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (8-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete8_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
134	ARACHDROO9AVITE1RT	Termination of arachidonate peroxyl radical via alpha-tocopherol radical (9-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1r_c + h2o_c --> avite1qn_c + hpete9_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
135	ARACHDROO9AVITE1T	Termination of arachidonate peroxyl radical via alpha-tocopherol (9-HPETE forming)	FA_hs_20_5Z8Z11Z14Zroo_c + avite1_c --> avite1r_c + hpete9_c		Arachidonic acid metabolism	1		pubmed:1146729;pubmed:16456225;pubmed:18243141;pubmed:35660300;pubmed:36643550;pubmed:8109730;pubmed:8632114;pubmed:9164668
136	EET1112EPHX	"Epoxide hydrolase (11,12-EET)"	eet1112_c + h2o_c --> dhet1112_c	EPHX1	Arachidonic acid metabolism	0	EPHX1 (10)	pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511
137	EET1314EPHX	"Epoxide hydrolase (14,15-EET)"	eet1415_c + h2o_c --> dhet1415_c	EPHX1	Arachidonic acid metabolism	0	EPHX1 (10)	pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511
138	EET56EPHX	"Epoxide hydrolase (5,6-EET)"	eet56_c + h2o_c --> dhet56_c	EPHX1	Arachidonic acid metabolism	0	EPHX1 (10)	pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511
139	EET89EPHX	"Epoxide hydrolase (8,9-EET)"	eet89_c + h2o_c --> dhet89_c	EPHX1	Arachidonic acid metabolism	0	EPHX1 (10)	pubmed:17164127;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511
140	HPETE11GTHR	Glutathione:11-HPETE oxidoreductase	2.0 gthrd_c + hpete11_c --> gthox_c + h2o_c + hete11_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
141	HPETE12GTHR	Glutathione:12-HPETE oxidoreductase	2.0 gthrd_c + hpete12_c --> gthox_c + h2o_c + hete12_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
142	HPETE15GTHR	Glutathione:15-HPETE oxidoreductase	2.0 gthrd_c + hpete15_c --> gthox_c + h2o_c + hete15_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
143	HPETE5GTHR	Glutathione:5-HPETE oxidoreductase	2.0 gthrd_c + hpete5_c --> gthox_c + h2o_c + hete5_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
144	HPETE8GTHR	Glutathione:8-HPETE oxidoreductase	2.0 gthrd_c + hpete8_c --> gthox_c + h2o_c + hete8_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
145	HPETE9GTHR	Glutathione:9-HPETE oxidoreductase	2.0 gthrd_c + hpete9_c --> gthox_c + h2o_c + hete9_c	PRDX6 or GPX1 or GPX4	Arachidonic acid metabolism	0	GPX1 (15);GPX4 (13);PRDX6 (21)	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
146	13DAMPPOX	"1,3-Diaminopropane:oxygen oxidoreductase (deaminating)"	13dampp_c + h2o_c + o2_c --> bamppald_c + h2o2_c + h_c + nh3_c		Arginine and proline metabolism	0		pubmed:23330127	GAPFILLING
147	ABUTDx	4-aminobutyraldehyde:NAD+ oxidoreductase	4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c	ALDH9A1 or ALDH1A1	Arginine and proline metabolism	0	ALDH1A1 (22);ALDH9A1 (14)	pubmed:19296407;pubmed:30914451
148	ARGN	Arginase	arg__L_c + h2o_c --> orn__L_c + urea_c	ARG1	Arginine and proline metabolism	0	ARG1 (23)	pubmed:27491795;pubmed:33806028;pubmed:5450162
149	ARGSL	Argininosuccinate lyase	argsuc_c <=> arg__L_c + fum_c	ASL	Arginine and proline metabolism	0	ASL (13)	pubmed:2085183
150	BAMPPALDOXx	3-amino-propanal:NAD+ oxidoreductase	bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	ALDH9A1	Arginine and proline metabolism	0	ALDH9A1 (14)	pubmed:23330127;pubmed:30914451
151	CK	Creatine kinase	atp_c + creat_c --> adp_c + h_c + pcreat_c	CKB or CKM	Arginine and proline metabolism	0	CKM (2)	pubmed:28364583;pubmed:5681024;pubmed:708891
152	CRTNP	Creatine phosphatase	pcreat_c --> crtn_c + pi_c	ALPL	Arginine and proline metabolism	1		pubmed:28364583;pubmed:5681024;pubmed:708891	Spontaneous according to KEGG
153	EHGLAT	L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase	akg_c + e4hglu_c --> 4h2oglt_c + glu__L_c	GOT1	Arginine and proline metabolism	0	GOT1 (19)
154	G5SAD	Nonenzymatic dehydration of L-Glutamate 5-semialdehyde	glu5sa__L_c <=> 1pyr5c__L_c + h2o_c + h_c		Arginine and proline metabolism	1			Spontaneous according to KEGG
155	GACMTR	Guanidinoacetate N-methyltransferase	amet__L_c + gudac_c <=> ahcys__L_c + creat_c + h_c		Arginine and proline metabolism	0		pubmed:10516995;pubmed:27646145;pubmed:33730845
156	GHBDHy	Gamma-hydroxybutyrate dehydrogenase (NADPH)	h_c + nadph_c + sucsal_c <=> 4ohbut_c + nadp_c	AKR7A2 or AKR1A1	Arginine and proline metabolism	0	AKR1A1 (16);AKR7A2 (16)
157	GLYAMDTRc	Glycine amidinotransferase	arg__L_c + gly_c <=> gudac_c + orn__L_c		Arginine and proline metabolism	0		pubmed:27646145;pubmed:33730845
158	HPROy	1-pyrroline-3-hydroxy-5-carboxylate reductase (NADPH)	1p3h5c__L_c + 2.0 h_c + nadph_c --> 4hpro_LT_c + nadp_c	PYCR3	Arginine and proline metabolism	0	PYCR3 (10)	pubmed:2722838;pubmed:6893152;pubmed:6894153
159	L4HGSA	Nonenzymatic dehydration of L-4-Hydroxyglutamate semialdehyde	4hglusa__L_c <=> 1p3h5c__L_c + h2o_c + h_c		Arginine and proline metabolism	1			Spontaneous according to KEGG
160	N1ASPMDOX	N1-acetylspermidine oxidase	N1aspmd_c + h2o_c + o2_c --> aappal_c + h2o2_c + ptrc_c	SMOX	Arginine and proline metabolism	0	SMOX (1)	pubmed:12398765;pubmed:23330127;pubmed:33730845
161	N1SPRMOX	N1-acetylspermine oxidase	N1sprm_c + h2o_c + o2_c --> aappal_c + h2o2_c + spmd_c	SMOX	Arginine and proline metabolism	0	SMOX (1)	pubmed:12398765;pubmed:23330127
162	NABTNO	N4-acetylaminobutanal:NAD+ oxidoreductase	h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c	ALDH9A1	Arginine and proline metabolism	0	ALDH9A1 (14)	pubmed:30914451
163	NOS1	"L-Arginine, NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)"	arg__L_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + nwharg_c	NOS3	Arginine and proline metabolism	0		pubmed:32857630
164	NOS2	"L-Arginine, NADPH:oxygen oxidoreductase (nitric-oxide-forming)"	nadph_c + 2.0 nwharg_c + 2.0 o2_c --> 2.0 citr__L_c + 2.0 h2o_c + h_c + nadp_c + 2.0 no_c	NOS3	Arginine and proline metabolism	0		pubmed:32857630
165	ORNDC	Ornithine Decarboxylase	h_c + orn__L_c --> co2_c + ptrc_c	ODC1	Arginine and proline metabolism	0		pubmed:14621069;pubmed:27491795;pubmed:30239107;pubmed:31249027;pubmed:33730845
166	P5CRx	Pyrroline-5-carboxylate reductase (NADH)	1pyr5c__L_c + 2.0 h_c + nadh_c --> nad_c + pro__L_c	PYCR3	Arginine and proline metabolism	0	PYCR3 (10)	pubmed:2722838;pubmed:6893152;pubmed:6894153
167	P5CRy	Pyrroline-5-carboxylate reductase (NADPH)	1pyr5c__L_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c	PYCR3	Arginine and proline metabolism	0	PYCR3 (10)	pubmed:2722838;pubmed:6893152;pubmed:6894153
168	PYRRLHYD	Nonenzymatic tautomerization of 1-pyrroline	4abutn_c <=> h2o_c + pyrrl_c		Arginine and proline metabolism	1			Spontaneous according to KEGG
169	SMOX	Spermine oxidase	h2o_c + o2_c + sprm_c --> bamppald_c + h2o2_c + spmd_c	SMOX	Arginine and proline metabolism	0	SMOX (1)	pubmed:12398765;pubmed:33730845
170	SPMDACT	Spermidine acetyltransferase	accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c		Arginine and proline metabolism	0		pubmed:33730845
171	SPMDOX	Spermidine oxidase	h2o_c + o2_c + spmd_c --> 13dampp_c + 4abutn_c + h2o2_c	SMOX	Arginine and proline metabolism	0	SMOX (1)	pubmed:12398765;pubmed:23330127
172	SPMS	Spermidine synthase	ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c	SRM	Arginine and proline metabolism	0	SRM (5)	pubmed:14621069;pubmed:27491795;pubmed:33730845
173	SPRMACT	Spermine acetyltransferase	accoa_c + sprm_c --> N1sprm_c + coa_c + h_c		Arginine and proline metabolism	0		pubmed:33730845
174	SPRMS	Spermine synthase	ametam_c + spmd_c --> 5mta_c + h_c + sprm_c	SMS	Arginine and proline metabolism	0	SMS (10)	pubmed:14621069;pubmed:27491795;pubmed:33730845
175	UREAHYDL	Urea hydro-lyase	urea_c --> cynamd_c + h2o_c	CA3 or CA2 or CA1	Arginine and proline metabolism	0	CA1 (23);CA2 (19);CA3 (17)
176	ASCBCU2R	Reduction of Copper (II) via L-ascorbate	ascb__L_c + cu2_c --> cu1_c + h_c + mdhdascb__L_c		Ascorbate and aldarate metabolism	1		pubmed:14752116;pubmed:16549536;pubmed:18243141;pubmed:9164668
177	ASCBFE3R	Reduction of Iron (III) via L-ascorbate	ascb__L_c + fe3_c --> fe2_c + h_c + mdhdascb__L_c		Ascorbate and aldarate metabolism	1		pubmed:14752116;pubmed:16549536;pubmed:18243141;pubmed:9164668
178	ASCBO2SX	Nonenzymatic formation of monodehydroascorbate (superoxide)	ascb__L_c + h_c + o2s_c --> h2o2_c + mdhdascb__L_c		Ascorbate and aldarate metabolism	1		pubmed:14752116
179	ASCBOH1R	Nonenzymatic formation of monodehydroascorbate (hydroxyl)	ascb__L_c + oh1r_c --> h2o_c + mdhdascb__L_c		Ascorbate and aldarate metabolism	1		pubmed:14752116
180	CYTB5ASCBR	Monodehydroascorbate reductase (NADH)	focytb5_c + h_c + mdhdascb__L_c --> ascb__L_c + ficytb5_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Ascorbate and aldarate metabolism	0	CYB5A (10);CYB5B (9);CYB5R3 (21)	pubmed:14752116
181	DASCBH	Degradation of L-Dehydroascorbate	dhdascb__L_c + h2o_c --> 23doguln_c		Ascorbate and aldarate metabolism	0		pubmed:14752116
182	DOGULND1	"Decarboxylation  of 2,3-diketo-L-gulonate (L-lyxonate-forming)"	23doguln_c + h2o_c --> co2_c + lyxnt__L_c		Ascorbate and aldarate metabolism	0		pubmed:14752116
183	DOGULND2	"Decarboxylation of 2,3-diketo-L-gulonate (L-xylonate-forming)"	23doguln_c + h2o_c --> co2_c + xylnt__L_c		Ascorbate and aldarate metabolism	0		pubmed:14752116
184	DOGULNO1	"Nonenzymatic peroxidation of 2,3-diketo-L-gulonate (L-threonate, oxalate-forming)"	23doguln_c + h2o2_c --> 2.0 h_c + oxa_c + thrnt__L_c		Ascorbate and aldarate metabolism	0		pubmed:14752116
185	DOGULNO2	"Nonenzymatic hydrolysis  of 2,3-diketo-L-gulonate (L-erythrulose, oxalate forming)"	23doguln_c + h2o_c --> eryth__L_c + h_c + oxa_c		Ascorbate and aldarate metabolism	0		pubmed:14752116
186	GTHDH	Dehydroascorbate reductase (Glutathione)	dhdascb__L_c + 2.0 gthrd_c --> ascb__L_c + gthox_c	GSTO1	Ascorbate and aldarate metabolism	0	GSTO1 (20)	pubmed:14752116;pubmed:36643550;pubmed:518602;pubmed:8660320;pubmed:8904295
187	LIPTASCBR	Reduction of lipoate via L-ascorbate	ascb__L_c + lipoate_c <=> dhdascb__L_c + dhlipoate_c		Ascorbate and aldarate metabolism	0		pubmed:8388377
188	MDHDASCBDP	Nonenzymatic disproportionation of monodehydroascorbate	2.0 mdhdascb__L_c --> ascb__L_c + dhdascb__L_c		Ascorbate and aldarate metabolism	1		pubmed:14752116;pubmed:8904295;pubmed:9405334	Disproportionation of radicals is spontaneous
189	MDHDASCBRy	Monodehydroascorbate reductase (NADPH)	h_c + 2.0 mdhdascb__L_c + nadph_c --> 2.0 ascb__L_c + nadp_c	(TXNL1 and TXNRD1) or (TXN and TXNRD1)	Ascorbate and aldarate metabolism	0	TXN (17);TXNL1 (16);TXNRD1 (12)	pubmed:14752116;pubmed:9667500
190	MERCPURMT	S-adenosyl-L-methionine:6-mercaptopurine S-methyltransferase	amet__L_c + mercpur_c --> ahcys__L_c + h_c + mtmercpur_c	TPMT	Azathioprine and 6-mercaptopurine metabolism	0	TPMT (2)	pubmed:12096148;pubmed:657528
191	MERCPURPRT	6-Mercapatopurine phosphoribosyltransferase	mercpur_c + prpp_c <=> ppi_c + thioimp_c	HPRT1	Azathioprine and 6-mercaptopurine metabolism	0	HPRT1 (19)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148;pubmed:16732723;pubmed:2141093;pubmed:2630803
192	MTMERCPURPRT	6-Methyl-mercapatopurine phosphoribosyltransferase	mtmercpur_c + prpp_c <=> mtthioimp_c + ppi_c	HPRT1	Azathioprine and 6-mercaptopurine metabolism	0	HPRT1 (19)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148;pubmed:16732723;pubmed:2141093;pubmed:2630803
193	THGDPK	Nucleoside-diphosphate kinase (ATP:6TGDP)	atp_c + thiogdp_c <=> adp_c + thiogtp_c	NME1 or (NME1 and NME2) or NME2	Azathioprine and 6-mercaptopurine metabolism		NME1 (18);NME2 (12)
194	THGMPK	Guanylate kinase (6-thioguanosine monophosphate)	atp_c + thiogmp_c <=> adp_c + thiogdp_c	GUK1	Azathioprine and 6-mercaptopurine metabolism		GUK1 (9)
195	THIOGMPMT	S-adenosyl-L-methionine:6-thioguanosine-5-monophosphate S-methyltransferase	amet__L_c + thiogmp_c --> ahcys__L_c + h_c + mtthiogmp_c	TPMT	Azathioprine and 6-mercaptopurine metabolism	0	TPMT (2)	pubmed:12096148;pubmed:657528
196	THIOGMPS	6-thioguanosine monophosphate synthase	atp_c + nh4_c + thioxmp_c --> amp_c + 2.0 h_c + ppi_c + thiogmp_c	GMPS	Azathioprine and 6-mercaptopurine metabolism	0	GMPS (9)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148
197	THIOGMPS2	6-thioguanosine monophosphate synthase	atp_c + gln__L_c + h2o_c + thioxmp_c --> amp_c + glu__L_c + 2.0 h_c + ppi_c + thiogmp_c	GMPS	Azathioprine and 6-mercaptopurine metabolism	0	GMPS (9)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148
198	THIOGUAPRT	6-Thioguanine phosphoribosyltransferase	prpp_c + thiogua_c <=> ppi_c + thiogmp_c	HPRT1	Azathioprine and 6-mercaptopurine metabolism	0	HPRT1 (19)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148;pubmed:16732723;pubmed:2141093;pubmed:2630803;pubmed:4072092
199	THIOIMPD	6-thioinosine monophosphate dehydrogenase	h2o_c + nad_c + thioimp_c --> h_c + nadh_c + thioxmp_c	IMPDH2	Azathioprine and 6-mercaptopurine metabolism	0	IMPDH2 (4)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:12096148;pubmed:30451390;pubmed:5024037;pubmed:7586576
200	THIOIMPMT	S-adenosyl-L-methionine:6-thioinosine-5-monophosphate S-methyltransferase	amet__L_c + thioimp_c --> ahcys__L_c + h_c + mtthioimp_c	TPMT	Azathioprine and 6-mercaptopurine metabolism	0	TPMT (2)	pubmed:12096148;pubmed:657528
201	6HOPTHPDH	Tetrahydrobiopterin:NADP+ oxidoreductase [6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin-forming]	6hopthp_c + h_c + nadph_c <=> nadp_c + thbpt_c	AKR1B1	Biopterin metabolism	0	AKR1B1 (11)	pubmed:10727395;pubmed:2079837;pubmed:2762302
202	6LTHPI	Nonenzymatic formation of sepiapterin	6lthp_c --> h_c + sppt_c		Biopterin metabolism	1		pubmed:10727395;pubmed:2079837;pubmed:2762302	Spontaneous according to KEGG
203	6PTHPDH	"6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2'-oxidoreductase"	6pthp_c + h_c + nadph_c --> 6lthp_c + nadp_c	CBR1 or AKR1B1	Biopterin metabolism	0	AKR1B1 (11);CBR1 (18)	pubmed:10727395;pubmed:2079837;pubmed:21910479;pubmed:2762302;pubmed:8070312
